JUSTIFICACION ;PRODUCTO RELACIONADO;DESCRIPCION
"Somos GRANOS Y CEREALES LA FRIJOLERA S.A.S. Nuestra empresa está dedicada a la compra, selección, venta de granos, abarrotes y víveres tanto de marcas propias como de propiedad de otros proveedores, de manera directa o interpuestas por personas. Somos una de las principales proveedores de granos que se consumen en el Área Metropolitana del Valle de Aburrá. La garantía de calidad en la selección del grano hace que seamos el proveedor preferido de grandes superficies de la región como Almacenes Éxito, Makro, Olímpica, Jumbo, Metro, Carulla, Ara; de canales de distribución como La Recetta, Kokoriko, Comestibles Dann, Taconacho, Frisby, Zenú, La Cosecha etc. Distribuimos una amplia cantidad diferente de granos: cabeza negra, nima, caraota, blanquillo, radical, cargamanto blanco, cargamanto rojo, bola roja, lenteja, arveja, garbanzo, maíz retrillado, alpiste, semilla de girasol, quinua y maíz pira. Certificamos que durante e el año inmediatamente anterior (2022), realizamos un total de compras por valor de $47.421.534.607 de las cuales el 23,59% son compras realizadas al sector agropecuario nacional representado mayormente en frijoles en todas sus variedades por el valor de $11.188.553.035.";144050;Otros Cultivos
"Somos FLORES SAN JUAN S.A., compañía Colombiana, somos una empresa familiar que comenzó con 3 hectáreas de producción y ahora, somos una de las compañías mayores productoras de Colombia, con más de 80 hectáreas cultivando rosas, claveles y mini cláveles. Actualmente, exportamos a clientes en países como: Estados Unidos, Canadá, España, Francia, Alemania, Reino Unido, Japón, Rusia y Ucrania entre otros. Contamos con aproximadamente 1350 colaboradores y creemos en el poder de los compromisos y directrices de comportamiento dentro de la cultura organizacional; la particularidad en el hacer diario y las relaciones e interacciones que del proceso productivo se puede ocasionar. Compartimos nuestros propósitos al igual que nuestra manera particular de actuar con liderazgo y participación colectiva. Adicionalmente, nuestra actividad productiva la desarrollamos en cultivos ubicados en dos fincas: una localizada en Funza San Juan de las Peñas, que cuenta con 100 has en total y la segunda finca localizada en Nemocon tiene en total 10 hectáreas. ";800016;Flores
En SUPERMERCADO MAS POR MENOS S.A.S. nuestro objeto social representa un enfoque de compra y distribución de al por mayor y por menor de productos de primera necesidad como: aseo, bebidas, tabaco, específicamente de carnes (incluyendo aves de corral), productos cárnicos, pescados y productos de mar en todo el territorio nacional por medio de almacenes de cadena, y negocios especializados. Desarrollamos nuestras actividades de compra y venta de los productos de la canasta familiar previamente mencionados desde Bucaramanga, Santander. De allí, para el año 2022 se realizaron compras por la suma en miles $103.813.313 al sector agropecuario nacional, equivalentes al 61,11% del total de sus compras anuales por valor de $169.879.418.989.;234100;Avicultura Huevos Comercial
Somos AGROINDUSTRIAS VILLA CLAUDIA S.A. nuestra empresa fue constituida en 1.995 y está dedicada al cultivo de palma africana de las variedades Guinensis e Híbrido, para el desarrollo de nuestras actividad agrícola contamos predios llamados Lote y El Labrador los cuales poseen una extensión de 175 y 112 hectáreas y están ubicados en las veredas Yarima y El Oponcito en el municipio de  San Vicente de Chucurí en el departamento de Santander, los cuales tiene un rendimiento de aproximadamente 24.67 Toneladas por hectárea año. Contamos con más de 24 años de experiencia en el sector agrícola. ;151250;Palma aceitera
En COMERCIALIZADORA AGROSIGO S.A.S., nos enfocamos en el procesamiento, conservación y distribución de diversas variedades de carnes crudas. Nuestro objetivo principal es proporcionar productos cárnicos de alta calidad en todo el territorio nacional. Para lograrlo, establecemos alianzas estratégicas continuas que nos permiten mejorar nuestros sistemas tecnológicos para optimizar los procesos de conservación y logística, con el fin de obtener rendimientos superiores de manera próspera y sostenible. En el transcurso del año 2022, llevamos a cabo un promedio de compras al sector agropecuario nacional por un valor total de $11.064.452.000, equivalente al 69% del total de nuestras compras por un monto de $16.000.000.000 COP, como parte de nuestras operaciones productivas.;237280;Ganadería de ceba
Yo LINDA KAROLINA RUANO CAICEDO me dedico a la venta y distribución de carne de pollo bajo la marca Vikingos. Para garantizar la calidad de mis productos desarrollo todo el ciclo productivo de la avicultura del engorde. Trabajo con raza Cobb y el plan vacunal esta compuesto por Nobilis ib ma5,Nobilis nd c2 newcastle y  Cevac® transmune. Cuento con granjas avícolas en diferentes municipios del los departamentos de Nariño y Cauca como TANGUA, BUESACO,LA FLORIDA, MERCADERES que en total suman 11 galpones y tienen una capacidad para encasetar 194.000 pollos por ciclo. Nuestros principales canees de ventas y distribución son: puntos de venta, asaderos y restaurantes;234050;Avicultura engorde
En BODEGA CAMPESINA S.A.S., nuestro objeto social representa la venta y distribución de insumos agropecuarios de tipo agroquímicos, veterinarios y procesados como: fertilizantes, herbicidas, funguicidas, nutrición vegetal, entre otros dirigidos al apoyo y sostenimiento de la producción del sector agropecuario nacional, principalmente enfocados a la siembra de flores, hortalizas, papa, aguacate, café, frutas, entre otros en su estado primario o procesado. Actualmente, desarrollamos nuestras actividades operacionales para la oferta de productos de apoyo desde Itagüí, Medellín. Desde allí, hemos realizado ventas al sector agropecuario nacional por el valor equivalente a $64.167.831.000 para el año 2022.;800016;Flores
Somos PRODUCTOS VICKY S.A.S. fundada en el año de 1969  dedicada a la elaboración, procesamiento y distribución de alimentos y pasabocas a base de productos como: papa, plátano, azúcar, entre otros derivados de la actividad agropecuaria. Certificamos que del total de las compras realizadas en el año 2022 por $32.862.612.492, el 95%, es decir, $31.219.481.867 son compras que provienen directamente del sector agropecuario nacional.;111400;Maíz
"Somos TRANSPORTADORA Y COMERCIALIZADORA EL MOLINO S.A., una compañía dedicada a la distribución de granos y abarrotes, especialmente maíz blanco y maíz amarillo nacional. Compramos directamente a los productores de la región, los cuales se venden posteriormente para el consumo humano en tiendas o para elaboración de alimentos concentrados de animales. Certificamos que del 100% de las compras $9.323.532.682, son compras al sector agropecuario nacional de maíz amarillo, maíz blanco, harina de maíz; entre otros. Así mismo, realizamos la siembra de maíz, contando con cultivos en Cereté, Córdoba con cerca de 20 hectáreas en producción, al igual que una planta de producción y trilladora para producción de harina de maíz.";111400;Maíz
En VICAR FARMACEUTICA S.A., somos una compañía bogotana que nació en 1938 y nuestro objeto social incorpora el desarrollo y distribución de insumos agropecuarios de tipo agroquímicos, biológicos, farmacéuticos, veterinarios y procesados como lo son: Antibacteriales, Antiparasitarios, larvicidas, anticoccidiales, anabólicos, antihelmínticos, endo-ectoparasiticidas, entre muchos otros que, abarcan nuestra división veterinaria y avícola. Estas conllevan al soporte y sustento de la producción agropecuaria colombiana, principalmente. Al presente, para obtener nuestro sustento económico, hemos realizado ventas al sector primario nacional a clientes ganaderos, avícolas, porcícola, entre otros para el año 2022 por $91.522.870.494, de los cuales el 85,33%, es decir $78.103.904.273 son ventas a los sectores mencionados.;237280;Ganadería de ceba
Somos ARCOE S.A.S, nuestra empresa se dedica a la distribución y venta de artículos de ferretería como alambres, postes ecológicos, cubiertas, tejas, cementos y todo tipo de material para construcción de infraestructuras, abonos fertilizantes, entre otros. Desarrollamos nuestras actividades operacionales en Bogotá, Soacha, Mosquera y Villavicencio. Certificamos que a cierre de abril 30 del 2023 distribuimos prodcutos de apoyo al del sector agropecuario nacional en un promedio mensual de $1.148.887.000  para un total a cierre del mismo mes de $6.419.601.000 que corresponde al 17,89% de las ventas totales a cierre de abril 30/2023.;144050;Otros Cultivos
En INDUSTRIAS HD S.A.S., nuestro objeto social representa la fabricación, venta y distribuciones de maquinaria y repuestos para las empresas procesadoras de alimentos de consumo humano y animal como lo son avicultores, porcícolas quebrantadores, arroceros, ganaderos, entre otros. Actualmente, contamos con una planta de mecanizado, metalistería y tratamiento térmico, las tres ubicadas en la capital de la república, y, desde allí, desplegamos nuestras actividades operacionales para la oferta de productos de apoyo, de las cuales hemos realizado ventas por $21.784.648.000 para el año 2022 a clientes como: AGROPECUARIA ALIAR S.A., CERDOS DEL VALLE, AVIDESA MAC POLLO S.A. POLLOS EL BUCANERO, entre otros.;245100;Porcinos
Somos PALMAR DEL ORIENTE S.A.S., Somos una empresa colombiana de carácter privado en el sector agrícola. Realizamos la actividad de plantación y mantenimiento de palma de aceite, de variedades Guineensis: 99,66% Hibrido OXG: 0,34%. para producir fruto de palma de aceite sostenible con las mejores prácticas agrícolas y los más altos estándares de calidad, satisfaciendo las necesidades de nuestros clientes. en nuestra productividad contamos con manejo de malezas, manejo de plagas y enfermedades, poda, Nutrición (Planes de fertilización de acuerdo con la edad del cultivo), Riego entre otras. Nuestra compañía fue fundada en septiembre de 1977 y tenemos dos predios con cultivos en producción en el Municipio de Villanueva con 1072 hectáreas. Contamos con más de 40 años de experiencia en nuestra actividad productiva desarrollamos nuestra actividad en el Departamento de Casanare.;151250;Palma aceitera
Somos FERRETERIA, PINTURAS Y PRODUCTOS AGROPECUARIOS LIMITADA - F Y P PROAGRO LTDA, una empresa colombiana fundada en 2001. A lo largo de los años, nos hemos consolidado como en el mercado de la carne de cerdo y sus derivados, ofreciendo productos nutritivos y saludables. Nuestro alcance de venta abarca tanto la venta directa como a través de nuestros socios mayoristas y minoristas. Nuestra gama de productos incluye cortes con hueso, cortes sin hueso, productos horneados y ahumados, así como productos industriales. Nos encargamos de todo el proceso de producción, desde la gestación, el crecimiento y el engorde de los cerdos, hasta la transformación, los beneficios para garantizar la máxima calidad de producción en la granja de “Los Recuerdos”, mientras que en la finca La Gloria se realiza el proceso de cría y precebos. Ambas están estratégicamente ubicadas para cumplir con los más rigurosos estándares sanitarios y de control, ya que, para ambas fincas hay 85 jaulas de gestación, con sus respectivos comederos y bebederos, 6 corrales para gestaciones comunitarias con capacidad de 80 cerdas, 16 corrales de precebo, bodegas, oficinas, biodigestores, así como 54 jaulas de parideras, 156 jaulas de gestación, entre otros. ;245100;Porcinos
"Somos GEOAMBIENTE S.A.S.  una empresa Colombiana con el objeto de conservar la biodiversidad. Ofrecemos soluciones ambientales dentro del marco legislativo, con objeto de compensar el impacto ambiental como consecuencia del desarrollo de diferentes actividades económicas y ofrecemos a la vez asesoría para el desarrollo sustentable del medio ambiente. Nuestro portafolio incluye; Producción de material vegetal certificado para todos los usos y climas, suministro de insumos agropecuarios, equipos y herramientas agroforestales, establecimiento y mantenimiento de plantaciones, proyectos de restauración ecológica, paisajismo y diseño de jardines, aprovechamiento forestal, prácticas de silvicultura urbana y rural, consultorías ambientales con énfasis en proyectos de conservación y compensación ambiental. ";144050;Otros Cultivos
En FERREAGRO EL TRIGAL S.A.S., nuestro objeto social representa un enfoque de compra y distribución al por mayor de materias primas agropecuarias como: animales vivos, pollo, y, de igual manera, comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco. Desarrollamos nuestras actividades de compra y venta desde el Tibú, Cúcuta. Finalmente, para certificar nuestra conexión directa con el sector primario nacional, para el año 2022 se realizaron compras por la suma de $27.677.561.000, de las cuales el 70%, o sea $19.374.292 son compras al sector agropecuario nacional.;234050;Avicultura engorde
En CAMPOFERT S.A.S., somos una compañía que desde el año 2000 ha acumulado experiencia en el desarrollo, investigación y comercialización de innovadores productos de alto valor agronómico como lo son rebrote, campofos y microfertil, por lo cual, nuestro objeto social es la fabricación de abonos y compuestos inorgánicos nitrogenados, entre otros con el fin de formar y fomentar el crecimiento de raíces, tamaños de hoja, introducir floración, retener mayoritariamente los frutos, etc. Esto ha conllevado al soporte y sustento de la producción agropecuaria colombiana. Al presente, para obtener nuestro sustento económico, hemos realizado ventas del 100% al sector primario nacional para el año 2022 por $73.973.457.165.;144050;Otros Cultivos
Somos QUIMICA Y MINERIA INTEGRADAS S.A. - QUIMINT S.A., nuestra empresa está dedicada a la fabricación, distribución, venta de fertilizantes y enmiendas que permiten la adecuada nutrición de los cultivos, aumentando su desempeño agronómico, haciendo uso de soluciones costo eficientes para el sector agrícola nacional. Contamos con un amplio portafolio de productos con excelente calidad como: Quimint V1, Fosquimint 36, Magfoscal – S, Yalkón, Dolomita entre otros. Tenemos una planta de producción ubicada en el municipio de Palermo, departamento del Huila, que gracias a su ubicación le permite el aprovechamiento de minerales de alta calidad como dolomita y fosforita, los cuales se encuentran disponibles en la región. Certificamos que durante el año 2022 realizamos un promedio de ventas totales anuales por la suma de $27.317.791.392, de las cuales el (100) %, son ventas al sector agropecuario nacional a productores tales como AGROPECUARIA ALIAR S.A., Flavio Molina, entre otros.;144050;Otros Cultivos
En ORF S.A. desde 1984 tenemos como objeto social la explotación de la actividad agropecuaria en todas sus modalidades especialmente en lo relativo al cultivo, compra, procesamiento y venta de productos alimenticios como lo es el arroz (trilla, secado y empacado), desarrollamos nuestras actividades a través de diferentes molinos para la elaboración de productos como arroz blanco marca Roa, Flor Huila, Doña Pepa, dentro de nuestro portafolio contamos con productos como arroz blanco, arroz integral, arroz parbolizado, arroz con sabor y arroz con leche, por lo cual realizamos compras anuales de arroz paddy a productores nacionales por valor de $1.037.000.000.000, de las cuales el 38,45%, es decir el valor de $398.815.968.866 se realizan a medianos productores nacionales. Contamos con (9) nueve plantas propias ubicadas en Neiva y Campoalegre (Huila), Ibagué, Chicoral y Espinal (Tolima), Villavicencio y Granada (Meta), Villanueva y Peor (Casanare),y (4) cuatro maquilas, allí se compra y procesa aproximadamente el 20% de la producción nacional a 3.350 agricultores de diferentes regiones a quien también se les presta asistencia técnica y suministro de semillas, fertilizantes y agroquímicos en general para el desarrollo de cultivos en el periodo vegetativo.;111200;Arroz secano
Somos TENERIFE S.A. nuestra empresa está dedicada a la prestación de servicios hoteleros, concretamente, nos especializamos en los servicios de alimentación y hospedaje frente al mar en el sector del Rodadero, con más de 50 años de experiencia y liderazgo en la industria hotelera, de manera que, fuimos el primer complejo turístico del sector del Rodadero en la ciudad de Santa Marta, Colombia. Actualmente, nuestras actividades operacionales se desarrollan a partir de contar con aproximadamente 200 empleados para ofrecer y garantizar las mejores experiencias de hospedaje de calidad y buen trato para con nuestro mercado. Por lo cual, para continuar con los estándares de sostenimiento de la compañía. Certificamos que durante el año 2022 realizamos compras por la suma de de $2.019.372.259 al sector agropecuario nacional de insumos para la elaboración de alimentos como por ejemplo carne de res, pollo, cerdo, arroz, aceite, azúcar, frutas, verduras, lácteos, entre otros.;237280;Ganadería de ceba
Somos TENERIFE S.A. nuestra empresa está dedicada a la prestación de servicios hoteleros, concretamente, nos especializamos en los servicios de alimentación y hospedaje frente al mar en el sector del Rodadero, con más de 50 años de experiencia y liderazgo en la industria hotelera, de manera que, fuimos el primer complejo turístico del sector del Rodadero en la ciudad de Santa Marta, Colombia. Actualmente, nuestras actividades operacionales se desarrollan a partir de contar con aproximadamente 200 empleados para ofrecer y garantizar las mejores experiencias de hospedaje de calidad y buen trato para con nuestro mercado. Por lo cual, para continuar con los estándares de sostenimiento de la compañía. Certificamos que durante el año 2022 realizamos compras $2.019.372.259 al sector agropecuario nacional de insumos para la elaboración de alimentos como por ejemplo carne de res, pollo, cerdo, arroz, aceite, azúcar, frutas, verduras, lácteos, entre otros.;237280;Ganadería de ceba
En CERAMICA ITALIA S.A. por más de 40 años hemos tenido por actividad principal la exploración y explotación minera, su extracción, refinación, concentración y transformación de tierras arcillosas y otras materias primas, en productos cerámicos, así como la producción, compra y venta de materias primas para la industria cerámica crudas y procesadas, para lo cual contamos con RUCOM-2021080219661 que nos acredita en la actividad de compra de minerales para su consumo dentro de la actividad económica. Además contamos con 27 establecimientos de comercio en los departamentos de Atlántico, Bogotá, Santander, Valle del Cauca, Bolívar, Norte de Santander, Risaralda, Antioquia, Caldas, Córdoba, Huila, Magdalena y Cesar.;900006;Minería
En SERVITRANSTUR S.A.S. hemos tenido por actividad principal la explotación de la industria del transporte ya sea de carga o pasajeros por carretera a diferentes sectores desde el año 1995. Contamos con nuestro domicilio principal en la ciudad de Villavicencio y prestamos servicios de transporte especial en camionetas, buses 4x4, en van, transporte de carga de materiales y maquinaria, transporte especial en buses y busetas, entre otros. Certificamos que del total de las ventas del año 2022 por valor de $7.837.153.916, el 13%, es decir el valor de $1.050.000.000 son ventas al sector agropecuario nacional, especialmente productores de palma y arroz.;151250;Palma aceitera
En EXTRACTORA SAN SEBASTIANO S.A.S. desde hace más de 10 años tenemos por actividad principal la extracción de aceite de palma, así como la fabricación, comercialización, distribución, importación y exportación de productos agropecuarios procesados o sin procesamiento para el consumo humano o animal. Al iniciar nuestras operaciones contábamos con una capacidad instalada de 15 toneladas por hora, la cual se ha triplicado a 2022 (45ton/hora) con cogeneración,  poseemos una planta de extracción en Villavicencio, Meta, la cual cuenta con tecnología de punta para los procesos de extracción de aceites, tenemos una relación directa con el sector agropecuario nacional. Certificamos compras del 100% al sector agropecuario nacional, por valor de $3.890.003.600.;151250;Palma aceitera
"Somos CREATUM ACCESORIOS S.A.S., nuestra empresa está dedicada a la elaboración, transformación, confección, industrialización y distribución de materias primas para la confección e industria, Contamos con más de 34 años de experiencia en el sector y ofrecemos propuestas creativas, diferentes en insumos para las industrias de confección, calzado, marroquinería y accesorios, contando así con un amplio portafolio de productos como; Confección (marquillas, etiquetas, herrajes, apliques pvc, vinilos adhesivos, entre otros), Marroquinería y calzado (Hebillas para cinturón, trabilla, taches para prendas, suelas masculinas, Tapetes, entre otros) Accesorios (cinturones, bisutería, llaveros, piezas técnicas). Certificamos que las compras totales de la empresa en el año 2022 fueron de $9.411.594.492, de los cuales se distribuyen en: compras de Cuero para la elaboración de marquillas y cinturones de cuero, realizamos un promedio de compras totales anuales por la suma de $1.031.952.681 las cuales representan el 11 % respecto del total de las compras,  y compras Caucho Natural para la elaboración de suelas para zapatos, con un promedio de compras totales anuales por la suma de $292.409.180, de las cuales representa el 3% respecto del total.";237280;Ganadería de ceba
"En COOPERATIVA COLANTA, tenemos por objeto social la defensa de la economía y actividades sociales de los cooperados, en todos los órdenes de su industria y trabajo y ocupación; estos esfuerzos y actividades están dirigidos a la financiación, producción, industrialización, distribución y comercialización de la leche, carne, y sus derivados, alimentos y bebidas, así como de los demás bienes, materias primas, productos, equipos y servicios del sector agropecuario general y la prestación de servicios relacionados con dichas actividades, desarrollamos actividades de producción y fomento de la producción agropecuario, procesamiento y mercadeo, consumo y conexas y complementarias, todo lo anterior dado que somos la cooperativa de los productores lecheros. Nuestra compañía es actualmente una de las empresas más grandes en el sector agrícola distribuyendo nuestros productos a través de diversas marcas como: Mer Colanta, Agro Colanta, Colanta carnes, Colanta Kids. Hemos recibido varios reconocimientos a nivel nacional e internacional por nuestro desempeño y por la calidad de nuestros productos posicionándonos como la cooperativa lechera más grande de Colombia. Hacemos parte del desarrollo agropecuario bajo la inclusión de la elaboración de concentrados para vacas en nuestras líneas de producto, ayudando a la alimentación buena y de bajo precio a dichas especies. Desarrollamos producciones de cerdos bajo las modalidades de sociedad e integración, así como contamos con granjas de autoabastecimiento de leche. También contamos con producción  de leche en nuestras granjas de autoabastecimiento y producción de cerdos";253100;Ganadería Leche
"Somos NOVALFARM S.A.S. compañía dedicada a fabricación, distribución y maquila a terceros de productos para la salud animal, limpieza, desinfección y sanitización en el sector pecuario, alimentario y hospitalario. Calidad, Ética y Servicio son pilares fundamentales de la política organizacional, por lo que las actuaciones generales de la compañía y de todos nuestros integrantes, deberán tener como base estos preceptos. Dentro de nuestro portafolio de productos se encuentran: Yodo, Clorhexidina, Sellantes, Flora Láctica, Gel Antibacterial; requeridos en las producciones avícolas, ganaderas, piscícolas; entre otras. Desarrollamos nuestras actividades en la Ciudad de Bogotá, D.C.; contamos con cobertura de ventas a  nivel Nacional. Certificamos que para el año 2022 tuvimos ventas por valor de $14.221.531.000, de las cuales el 68%, es decir el valor de $9.670.641.000 fueron ventas al Sector Primario Nacional, a sectores avícolas, porcícolas, piscícolas, entre otros. ";234050;Avicultura engorde
Somos AGROPECUARIA LA GRAN CABAÑA S.A.S. nuestra empresa está dedicada al servicio de levante de aves de corral, especialmente para Pollos Bucanero quien suministra los insumos, así como actividades inmobiliarias realizadas con bienes propios destinados al desarrollo productivo colombiano como: alquiler de granjas e inmuebles. Contamos con más de 2 años de experiencia en sector y desarrollamos nuestra actividad económica en municipio de Tuluá departamento de Valle del Cauca. Certificamos que, durante el año 2022, realizamos un total de venta anuales por la suma de $1.872.020.935, de las cuales el 88% equivale a $ 1.643.497.242, corresponde a ventas por alquilar al sector agropecuario nacional, nuestros principales clientes son Agropecuaria Goloso del Valle S.A.S., Pollos Bucanero S.A.;234050;Avicultura engorde
Somos SILVERAGRO S.A.S. nuestra empresa está dedicada a la distribución de insumos y prestación de servicios veterinarios al sector agropecuario, ofrecemos un amplio portafolio de productos como: medicamentos farmacéuticos, biológicos, concentrados, fertilizantes, abonos, agroquímicos, vacunas, hormonales, suplementos, antibióticos, desparasitantes, dermatológicos, entre otros. Enfocados para los sectores: equinos, bovinos, porcicultura, entre otros. Contamos con más de años de experiencia en el sector, contamos con nuestro domicilio principal en la ciudad de Bogota D.C departamento de Cundinamarca. Certificamos que durante el año 2023 con corte a junio, realizamos un promedio de ventas totales anuales por la suma de $38.724.041.381, de las cuales el 38 %, es decir el valor de $14.980.491.654 son ventas al sector agropecuario nacional.;144050;Otros Cultivos
Somos AB & CIA S.A.S., una empresa del sector agropecuario nacional, nuestro objeto social representa la producción de arroz riego. Para el desarrollo de nuestra actividad contamos con múltiples predios denominados LOTE NO.2 PALMITA ADENTRO (BAURA) / PALMITAS SAN IGNACIO LA HACIENDA CAMPAMENTO / LA ARGELIA / EL JARDIN / LIMONES / SAN ANTONIO UNO ubicados en los municipios de PURIFICACIÓN y SALDAÑA departamento del TOLIMA. Anualmente sembramos la variedad Tana, Cálida 22, arroz 2020, hemos sembrado en promedio por cosecha 200 hectáreas y realizamos dos ciclos de siembra por año, esto resulta en 400 hectáreas sembradas. En adición, el rendimiento promedio por hectárea es de 110 bultos, y, su respectivo precio de venta es de 1600 por kilogramo.;111200;Arroz secano
Yo JUAN BERNARDO ARDILA me dedico al cultivo de arroz secano productos como: Arroz paddy verde variedad Fedearroz 68 - Generosa, desarrollo mis actividades en el municipio de Nunchía, Casanare, donde cuento con alrededor de 667 hectáreas en las fincas denominadas El San Juan, Predio Rural y Berlín que cuenta con todas las condiciones para el desarrollo apropiado del cultivo. Cuento con 31 colaboradores los cuales me ayudan en todos los temas de cultivo, mantenimiento y cosecha para posterior venta al cliente Molinos El Yopal LTDA. Así mismo, presto servicios agrícolas.;111200;Arroz secano
"El MUNICIPIO DE SAN CAYETANO está catalogado como categoría sexta para el año fiscal 2022, con una población estimada por área total de 7.790 habitantes para el año 2020, está localizado en la región del Norte de Santander, situado en la subregión oriental del Departamento, dentro del Área Metropolitana y en la zona de influencia fronteriza con la República de Venezuela. Limita con los municipios del Zulia, Bochalema, Durania, Cúcuta y Santiago; su cabecera municipal está a 17 kilómetros de Cúcuta. Su área Municipal es de 142 Km2 y la Altitud de la cabecera municipal es de 235 msnm. Se encuentra constituido en el área urbana por 4 barrios y en el área rural por 8 veredas y 2 corregimientos; cuenta con una extensión territorial de actual limite municipal basado en el IGAD de 13842.78 has, disminuyendo en 355.22 has localizadas principalmente en las veredas Ayacucho y Puente Zulia. Cuenta con una ubicación privilegiada dentro del contexto departamental. Está ubicado sobre el corredor vial que permite relación social y comercial con los municipios del Occidente, oportunidad que le permite participar de las cadenas productivas agropecuarias y comerciales sobre el eje departamental occidental. El municipio cuenta con múltiples pisos térmicos los cuales son variados, se presentan desde cálidos con temperatura media anual superior a los 25ºC; el piso templado con temperaturas que oscilan entre los 18ºC a 24ºC en piso frio la temperatura media anual es de 10ºC a 17ºC. de Cúcuta.";144050;Otros Cultivos
Somos COMPAÑIA AGRICOLA SAN FELIPE S.A. nuestra empresa dedicada a la siembra y sostenimiento en cultivos de caña de azúcar especialmente variedades cc 011940 y cc 05430. Contamos con más de 46 años de experiencia en el sector agrícola y para el desarrollo de nuestras actividades contamos con varios predios denominados: PETITE / PICHINDE / SAN CAMILO / LOTE de tenencia Propia, ubicados en las veredas: PALMIRA / AGUACLARA departamento del Valle del Cauca con un total de 559.06 has sembradas. Tenemos terrenos en condiciones edafoclimáticas adecuadas, nos destacamos por el desarrollo de labores práctico-mecánicas en nuestros cultivos, garantizando la trazabilidad en nuestra cadena de valor y realizamos la comercialización de nuestro producto a los más importantes ingenios azucareros de la región, nuestra producción promedio es de 100 TCH con una densidad de plantas por hectárea de 60600 plantas/ha.;141090;Caña de Azúcar
"En CENTRO ACEROS S.A.S., somos una empresa colombiana que se encarga de diseñar, fabricar e instalar bandas transportadoras, transportadores elevados, bandas buqueteras, al igual que construir e instalar sistemas de cable vías, cables aéreos y sistemas de movimiento de materiales para el sector agropecuario. Complementamos los cables para palma de aceite con soluciones de post cosecha como Unidades de Arrastre y Pesaje, Plataformas de Descargue y Transportadores Elevadores de Pala; en general sistemas de movimiento para el sector agrícola como por ejemplo, para los cosechas de banano y plátano. Certificamos que del total de nuestras ventas del año 2022 por valor de $80.966.890.000, el 38%, es decir,  $30.789.742.000 fueron ventas al sector agropecuario nacional, a clientes productores como: Inversiones Arismendi, Agrícola Persea, entre otros.";141420;Banano
SAFER AGROBIOLOGICOS S.A.S. somos una empresa dedicada a la fabricación y venta de plaguicidas y otros productos químicos de uso agropecuario. Brindamos servicio especializado en el cual asesoramos la gestión, formulación y evaluación de proyectos agrícolas, con el fin de que los productores primarios se sientan seguros que están adquiriendo los productos que responden a las necesidades productivas de sus cultivos.;144050;Otros Cultivos
"Somos ALMIDONES DE SUCRE S.A.S, nuestra empresa constituida en el año 2009, está dedicada a la producción, transformación, distribución, venta de almidones y afines, ofrecemos productos y subproductos a base de almidón. Contamos con un amplio portafolio de productos como: almidón de yuca, almidón de baja microbiología, almidón de baja humedad, alimento para Bovino; entre otros. Adicionalmente, prestamos nuestro servicio de maquila. Nos encontramos ubicados en el Km 4.5 Vía Sincelejo Corozal, República de Colombia. Certificamos que durante el año 2022 realizamos un promedio de compras totales anuales por la suma de $7.856.974.929, de las cuales el 40 %, es decir el valor de $3.165.605.012 son compras al sector agropecuario nacional.";131200;Yuca
Somos SEMILLAS DEL LLANO S.A.S. compañía constituida en diciembre de 1974 de Bogotá, D.C.. Nuestro objeto social consiste en la fabricación, distribución y venta de productos agrícolas y las explotaciones agropecuarias en general, especialmente a la producción de semillas de arroz variedad Generosa 13-46 y distribución de semillas de pastos y leguminosas. Certificamos que para el año anterior 2022, realizamos un total de ventas por valor de $22.649.926.491, de las cuales el 100% fueron ventas realizadas al sector Primario Nacional de productos anteriormente mencionados. ;111150;Arroz con riego
Soy DILSA PATRICIA LARA PARRA me dedico a la compra, distribución y venta al por mayor de productos alimenticios y de salsamentaria, ofreciendo productos como carnes, granos, frutas, verduras, huevos y panela. Desarrollo mi actividad económica en el municipio de VILLAVICENCIO departamento del META y cuento gran experiencia en el sector alimenticio y su distribución. Certifico que durante el período de 2022 realicé un promedio de compras totales anuales por la suma de $ 9.054.252.690, de las cuales el 33,5%, es decir el valor de $3.035.125.302 son compras al sector agropecuario nacional.;144050;Otros Cultivos
